language,prompt_name,prompt_type,is_reasoning,combined_prompt_type,is_preamble,input_text,bleu_1gram,bleu_2gram,bleu_3gram,bleu_4gram,avg_bleu
Hindi,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.075,0.04385290096535146,0.017880938510411924,0.010814410080481555,0.03688706238906123
Spanish,preamble3,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.010893246187363835,0.00689701099343115,0.0023213672869618835,0.001229165036903331,0.00533519737616505
French,preamble2,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.016339869281045756,0.01035116823407561,0.003471720066686657,0.001846781989566191,0.008002384892843554
Chinese,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.4,0.316227766016838,0.1522474354853864,0.11362193664674995,0.2455242845372436
Chinese,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.2,0.07071067811865477,0.05665132701906204,0.05372849659117709,0.09527262543222348
Chinese,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.04301075268817205,0.021621937503220525,0.008405175416582379,0.004887945201591423,0.019481452702391596
Hindi,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.21052631578947367,0.15294382258037448,0.11369541118456825,0.05415315253510895,0.13282967552238134
Chinese,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.6,0.5477225575051662,0.4677351412871982,0.26591479484724945,0.4703431234099035
Spanish,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.3125,0.25,0.16765563463645106,0.07655122720591222,0.20167671546059082
Spanish,preamble5,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.08888888888888888,0.06356417261637283,0.04688949901298348,0.021748372491049325,0.05527273325232363
Spanish,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.3333333333333333,0.26726124191242434,0.17954629261351382,0.08225964699966554,0.21560012871473427
Spanish,preamble4,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.26666666666666666,0.1951800145897066,0.14591032411921354,0.07029695662739609,0.16951349050074574
French,preamble3,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.006944444444444444,0.0010989674556596456,0.0006406326434403393,0.00043774962953270995,0.0022804485432692846
Spanish,preamble1,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.25,0.1825741858350554,0.13624724651304662,0.06541868941754436,0.1585600304414116
Spanish,preamble3,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.2222222222222222,0.16169041669088866,0.12032947744440442,0.05744990696182412,0.14042300582983486
Spanish,preamble2,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.23529411764705885,0.17149858514250885,0.1277914629322513,0.061175206929160446,0.14893984316274486
Chinese,preamble1,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.005882352941176469,0.0041655820208935926,0.001838414532628221,0.0011109670918464645,0.0032493291466361863
Spanish,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.05797101449275362,0.041292006950766694,0.030469608192282054,0.01401290931050905,0.035936384736577856
Spanish,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.3333333333333333,0.26726124191242434,0.17954629261351382,0.08225964699966554,0.21560012871473427
French,preamble5,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.3571428571428572,0.165748386032949,0.06290812371521422,0.03798229226827674,0.1559454147898243
Hindi,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.05454545454545455,0.03178208630818641,0.012954759318744777,0.007780748864767423,0.02676576225928829
French,preamble1,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.4,0.3380617018914066,0.30129092468604046,0.2574866101628968,0.32420980918508596
French,preamble4,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.4,0.2390457218668787,0.07801823798083979,0.043748114312246456,0.19020301853999122
Chinese,preamble4,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.0023640661938534287,0.0007484686093664673,0.0005507334794404645,0.0004218945826607074,0.001021290716330267
Chinese,preamble2,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.004282655246252676,0.0009586577757236991,0.0006275357917576827,0.00045429616035954685,0.001580786243523401
French,preamble3,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.4444444444444444,0.28005601680560194,0.08087644342980282,0.042517688262127665,0.2119736482354942
Chinese,preamble5,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.0021231422505307855,0.0006721104029324008,0.000495021166729005,0.00037876133165899386,0.0009172587879627961
French,preamble2,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.3333333333333333,0.15430334996209186,0.05844218274062023,0.03514847831369806,0.14530683608743586
French,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.4,0.2513123449750173,0.15484642967621126,0.06740258529346294,0.2183903399861729
Spanish,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.2857142857142857,0.20965696734438366,0.07346260534120841,0.04271802513581977,0.1528879708839244
Hindi,preamble5,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.3032653298563167,0.051261196767942635,0.030749679578528265,0.023825412935547602,0.1022754047845838
French,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.1475409836065574,0.13119876048994655,0.12309555532661558,0.11083455409783212,0.1281674633802379
French,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.2273871594750492,0.13768976278037112,0.05753442363040514,0.03678208851801446,0.11484835860095997
Chinese,preamble3,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.0036563071297989035,0.0008183234815621449,0.0005364381585635893,0.00038767130496584015,0.0013496850187226196
Hindi,preamble4,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.3032653298563167,0.051261196767942635,0.030749679578528265,0.023825412935547602,0.1022754047845838
Hindi,preamble1,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.3032653298563167,0.051261196767942635,0.030749679578528265,0.023825412935547602,0.1022754047845838
Hindi,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.3333333333333333,0.15430334996209186,0.05844218274062023,0.03514847831369806,0.14530683608743586
French,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.38461538461538464,0.3281650616569468,0.30334800867970607,0.27659333772326383,0.32318044816882535
Hindi,preamble3,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.23076923076923078,0.1386750490563073,0.057551852907951895,0.036362270465000714,0.11583960079962267
French,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.3499999999999999,0.1919429739874786,0.060625277317936314,0.03312498979466406,0.1589233102750197
Hindi,preamble2,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.22744899739223753,0.04439349862943108,0.027964741655073903,0.022172045047934612,0.08049482068116928
Chinese,preamble1,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.13636363636363635,0.05631382918337083,0.020404862529451485,0.011649284259158212,0.056182903083904216
Chinese,preamble5,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.05063291139240507,0.04015610914504731,0.032523327303256654,0.025150669568204984,0.03711575435222851
Hindi,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.07961459006375435,0.026703545307500107,0.02011097358938166,0.017182633466700372,0.03590293560683412
Chinese,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.10447761194029852,0.08896612052651147,0.07339675803619607,0.05812685242012996,0.081241835730784
Hindi,preamble5,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.01219512195121951,0.006106877346169692,0.002394853008001622,0.0013697280781269337,0.0055166450958794395
Chinese,preamble4,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.03508771929824561,0.014366570530687177,0.005231791640729352,0.0029199644099198964,0.014401511469895508
Chinese,preamble2,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.4844638824434651,0.4294313338852201,0.36306877915548214,0.30720591871309694,0.39604247854931607
Chinese,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.3187519004096849,0.30239460414052877,0.28425827971640344,0.2560797001652275,0.29037112110796115
Chinese,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.42736665168106897,0.18159590803171508,0.06698721791485852,0.040040659670902264,0.1789976093246362
Chinese,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.5333333333333333,0.3380617018914066,0.0980699685985425,0.05202556880807583,0.25537264315783953
Chinese,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.26666666666666666,0.04364357804719848,0.025394877581751057,0.018693000799960027,0.08859953077389406
Chinese,preamble3,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.028901734104046235,0.018332121416476728,0.006121131112824016,0.003279027844255217,0.01415850361940055
Hindi,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.0625,0.03149703941743561,0.012228375517280198,0.007156562786973337,0.02834549443042229
Spanish,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.36363636363636365,0.26967994498529685,0.20392012162530065,0.10025157431478134,0.2343720011404356
Hindi,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.16666666666666669,0.0990147542976674,0.04071949179024411,0.025281168697394947,0.08292052036299329
Spanish,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.2727272727272727,0.2279211529192759,0.17625354381675143,0.12858902882463452,0.20137274957198364
Hindi,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.15384615384615385,0.11322770341445958,0.05034417113155098,0.03285702044797773,0.08756876221003554
Hindi,preamble4,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.009732360097323598,0.004872110800465109,0.0019143644975386455,0.0010921007627045078,0.004402734039507965
Hindi,preamble2,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.00797872340425532,0.004612656040144424,0.0019017791343173592,0.0011112977294364047,0.0039011140770383768
Spanish,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.38461538461538464,0.31008683647302115,0.2630627225467731,0.2044800736021839,0.29056125430934066
Spanish,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.07058823529411766,0.0502096445253434,0.040603516243475676,0.029337836644475014,0.04768480817685294
Spanish,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.3125,0.14433756729740646,0.05457178254306466,0.032709344708772174,0.1360296736373108
French,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.7857142857142857,0.6953534953651154,0.5893672699909538,0.5202556880807584,0.6476726847877783
French,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",1.0,1.0,1.0,1.0,1.0
Spanish,preamble4,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.026431718061674013,0.010814550600818908,0.003946620467633713,0.002194808353174834,0.010846924370825368
Spanish,preamble5,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.021097046413502105,0.009454854016006379,0.003560244233750205,0.0020079665968936334,0.00903002781503808
French,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.75,0.5838742081211423,0.4712167789711148,0.3264971028628052,0.5328970224887656
Spanish,preamble1,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.02334630350194553,0.009549685756844287,0.0034884663157168073,0.0019370956513815806,0.009580387806472052
French,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.9166666666666666,0.9128709291752768,0.9094319693204537,0.9036020036098448,0.9106428921930605
French,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.44,0.35823642100341124,0.25931751719652274,0.19750816408512,0.31376552557126347
Spanish,preamble3,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.019354838709677424,0.007914355215551078,0.0028955596697178877,0.0016042996778290104,0.00794226331819385
Hindi,preamble3,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.00610997963340122,0.0035311961416232217,0.001459340017618589,0.0008502149756845904,0.0029876826920819054
Hindi,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.2727272727272727,0.05222329678670937,0.03227679469808881,0.024808415001701823,0.09550894480344317
French,preamble1,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.03459119496855346,0.02089215056999064,0.005448690503985222,0.002573310336401699,0.015876336594732754
French,preamble4,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.03215434083601286,0.020368964638996314,0.011540728164617008,0.004569378965370367,0.017158353151249136
Spanish,preamble2,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.014018691588785043,0.008103167215171235,0.0026424513540985956,0.0013799958113778464,0.0065360764923581794
Hindi,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.16666666666666669,0.03892494720807617,0.025677367760996977,0.020255986027125642,0.06288124191571637
Hindi,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.18181818181818182,0.042640143271122095,0.028234511901075607,0.022416933501922302,0.06877744262307546
French,preamble3,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.028169014084507043,0.01784079438976042,0.004733340109405773,0.0022497162839165193,0.013248216216897438
French,preamble5,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.02469135802469135,0.013540741061706451,0.003776881340601108,0.0018341651685968602,0.01096078639889894
Chinese,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.4090909090909091,0.24174688920761406,0.14577340279953283,0.06262309791219224,0.21480857475256204
Hindi,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.06097560975609755,0.03880168309830989,0.027581741048616326,0.012423558593884993,0.034945648124227194
Chinese,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.7,0.557773351022717,0.4921442785738848,0.42728700639623407,0.544301158998209
French,preamble2,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.02941176470588235,0.019855970903176864,0.010674043642421577,0.004111178670578801,0.016013239480514897
Chinese,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.4117647058823529,0.22687130324325758,0.07189594524903527,0.039567167294524315,0.18752478041729254
Chinese,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.09523809523809525,0.039193090083481014,0.014202324397667849,0.008048862002869047,0.0391705929305283
Hindi,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.46153846153846156,0.2773500981126146,0.1944191802499099,0.09144626892372869,0.25618850220617867
Hindi,preamble1,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.02941176470588235,0.004667600280093367,0.002689411331021749,0.001869854090646045,0.009659657601910877
Chinese,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.3333333333333333,0.22360679774997894,0.06586753533850769,0.03477250470582592,0.16439504278191144
Spanish,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.7333333333333333,0.6866065623255951,0.6647305464149239,0.6413865258981679,0.681514241993005
Spanish,preamble5,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.7333333333333333,0.7237468644557459,0.7155268590282667,0.7012055133086459,0.718453142531498
Spanish,preamble4,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.7333333333333333,0.7237468644557459,0.7155268590282667,0.7012055133086459,0.718453142531498
Spanish,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.7142857142857143,0.6629935441317959,0.6065355199364347,0.5316967153331754,0.6288778734217801
Spanish,preamble1,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.8,0.7928249671720919,0.7867843699874804,0.7760114635728617,0.7889052001831085
Spanish,preamble3,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.7333333333333333,0.7237468644557459,0.7155268590282667,0.7012055133086459,0.718453142531498
Spanish,preamble2,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.7333333333333333,0.7237468644557459,0.7155268590282667,0.7012055133086459,0.718453142531498
Spanish,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.8,0.7928249671720919,0.7867843699874804,0.7760114635728617,0.7889052001831085
Spanish,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.1791044776119403,0.1647332451644634,0.15234700316626681,0.13302326513305301,0.1573019977689309
Hindi,preamble2,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.028368794326241134,0.01423496558434325,0.005546517072420029,0.0032059351937979872,0.0128390530442006
Chinese,preamble3,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.03345724907063196,0.027368647932278542,0.02114893508216424,0.01586047755020118,0.02445882740881898
French,preamble5,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.5714285714285714,0.5135525910130955,0.48252113480269265,0.44710186192584195,0.5036510397925503
Chinese,preamble5,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.02702702702702703,0.020175072231931657,0.01610959940353147,0.01222812524617002,0.018884955977165045
French,preamble4,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.8,0.7559289460184545,0.7363701338146165,0.7166258375282707,0.7522312293403354
French,preamble3,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.5714285714285714,0.5135525910130955,0.48252113480269265,0.44710186192584195,0.5036510397925503
Hindi,preamble5,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.018433179723502304,0.009237899924561557,0.003610552425087244,0.002075265031751249,0.008339224276225589
French,preamble2,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.8,0.7559289460184545,0.7363701338146165,0.7166258375282707,0.7522312293403354
Chinese,preamble1,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.025641025641025644,0.017118419700436524,0.014203770462405273,0.01096903645544898,0.016983063064829107
Chinese,preamble4,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.024456521739130432,0.018253633037335952,0.014587867300047233,0.01106035286758184,0.017089593736023864
French,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.7333333333333333,0.6473388749701496,0.5814809896495694,0.5038920485259633,0.6165113116197539
French,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.8,0.7559289460184545,0.7363701338146165,0.7166258375282707,0.7522312293403354
Chinese,preamble2,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.027108433734939763,0.022167353203875594,0.018868671873273162,0.015265982937416054,0.020852610437376146
French,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.8,0.7559289460184545,0.7363701338146165,0.7166258375282707,0.7522312293403354
Hindi,preamble5,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.5,0.316227766016838,0.19578424841096842,0.08609583710384033,0.2745269628829117
Hindi,preamble1,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.5,0.316227766016838,0.19578424841096842,0.08609583710384033,0.2745269628829117
Hindi,preamble4,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.5,0.316227766016838,0.19578424841096842,0.08609583710384033,0.2745269628829117
French,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.11881188118811879,0.10900086292691394,0.10496491822041254,0.09690200755878563,0.10741991747355772
Spanish,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.5714285714285714,0.4688072309384954,0.38386316691836725,0.2658483576665877,0.42248683173800544
French,preamble1,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.10434782608695652,0.095672974646988,0.08867980557829806,0.07675926921556564,0.09136496888195206
Hindi,preamble3,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.5,0.316227766016838,0.19578424841096842,0.08609583710384033,0.2745269628829117
French,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.6875,0.5664215155988809,0.4892266190786017,0.40325042950627804,0.5365996410459402
Hindi,preamble2,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.5,0.316227766016838,0.19578424841096842,0.08609583710384033,0.2745269628829117
Chinese,preamble5,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.09574468085106382,0.08489163021913801,0.07976102863682953,0.07128619685970213,0.08292088414168337
Chinese,preamble4,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.1323529411764706,0.11759217332540652,0.11035453093799734,0.09916426543001271,0.1148659777174718
Chinese,preamble3,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.1875,0.16710934119579796,0.15676904330628677,0.14183652772983765,0.1633037280579806
Chinese,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.10843373493975902,0.0962109055591725,0.09034786535164169,0.08090935022038798,0.0939754640177403
Chinese,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.6,0.5477225575051662,0.5207612016073497,0.49009410393069486,0.5396444657608027
Hindi,preamble4,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.015151515151515157,0.007590146491999976,0.0029711575268488006,0.0017036862930965278,0.006854126365865115
Chinese,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.06569343065693431,0.05814877057261756,0.054749041891000806,0.0486621104860135,0.056813338401641544
Chinese,preamble1,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.035856573705179286,0.031685707562638075,0.029964979054024912,0.026427084997134552,0.030983586329744205
Chinese,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.13846153846153847,0.12306189812135503,0.11547530380778898,0.10385061162642328,0.12021233800427644
Chinese,preamble2,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.0569620253164557,0.05039551701420076,0.04749385833547863,0.042132011307608824,0.04924585299343598
Spanish,preamble5,Zero-Shot,False,Zero-Shot,True,a silver elephant on a shelf and a brown bucket,0.7272727272727273,0.6605782590758164,0.6264841611001575,0.5900468726392808,0.6510955050219955
Hindi,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.5,0.25819888974716115,0.17126461110867214,0.07779637090949697,0.25181496794133257
Hindi,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.375,0.223606797749979,0.15575351255546135,0.07239768078888709,0.20668949777358184
Spanish,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,a silver elephant on a shelf and a brown bucket,0.4166666666666667,0.19462473604038075,0.0742797963075324,0.045293761707938834,0.18271624018062968
Hindi,preamble3,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.018927444794952678,0.007739313742136138,0.0028320514313775265,0.0015687046211813906,0.007766878647411934
Spanish,preamble4,Zero-Shot,False,Zero-Shot,True,a silver elephant on a shelf and a brown bucket,0.7272727272727273,0.6605782590758164,0.6264841611001575,0.5900468726392808,0.6510955050219955
Spanish,preamble1,Zero-Shot,False,Zero-Shot,True,a silver elephant on a shelf and a brown bucket,0.5833333333333334,0.46056618647183833,0.40292365707340405,0.3448444257953326,0.4479169006684771
Spanish,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,a silver elephant on a shelf and a brown bucket,0.7272727272727273,0.6605782590758164,0.6264841611001575,0.5900468726392808,0.6510955050219955
Spanish,preamble3,Zero-Shot,False,Zero-Shot,True,a silver elephant on a shelf and a brown bucket,0.7272727272727273,0.6605782590758164,0.6264841611001575,0.5900468726392808,0.6510955050219955
Hindi,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.2222222222222222,0.17817416127494956,0.1437538513034662,0.11414633188690328,0.1645741416718853
