language,prompt_name,prompt_type,is_reasoning,combined_prompt_type,is_preamble,input_text,bleu_1gram,bleu_2gram,bleu_3gram,bleu_4gram,avg_bleu
Spanish,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.23809523809523808,0.2182178902359924,0.19912645330691867,0.17001078098404226,0.20636259065554785
Hindi,preamble3,Zero-Shot,False,Zero-Shot,True,"logitech usb gamepad, blue",0.07042253521126761,0.06343614796955512,0.0575668020759388,0.04762847908639895,0.05976349108579011
Hindi,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,"logitech usb gamepad, blue",0.6666666666666666,0.5163977794943222,0.4091569047284194,0.21711852081087685,0.4523349679250713
Hindi,preamble1,Zero-Shot,False,Zero-Shot,True,"logitech usb gamepad, blue",0.07142857142857141,0.06434894520877868,0.05839281581578146,0.048323969324751616,0.06062357544447079
Hindi,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,"logitech usb gamepad, blue",1.0,1.0,1.0,1.0,1.0
Hindi,preamble5,Zero-Shot,False,Zero-Shot,True,"logitech usb gamepad, blue",0.0588235294117647,0.0529256124024963,0.04805888960450847,0.03964128941571812,0.049862330208621894
French,preamble4,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.2727272727272727,0.05222329678670937,0.03227679469808881,0.024808415001701823,0.09550894480344317
French,preamble1,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.1875,0.03535533905932738,0.021565426544625413,0.01618861356572822,0.06515234479242026
French,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.3,0.05773502691896258,0.03585339536577223,0.02777619034011792,0.10534115315621317
Hindi,preamble2,Zero-Shot,False,Zero-Shot,True,"logitech usb gamepad, blue",0.05555555555555554,0.049968779266390755,0.0453849540948402,0.03740130030684651,0.04707764730590825
French,preamble2,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.21428571428571425,0.040599897147057515,0.024859743585800658,0.018798317647335087,0.07463591816647688
French,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.30769230769230765,0.22645540682891918,0.17007050142090102,0.08263103182212594,0.19671231194106342
French,preamble6,Few-Shot,False,Few-Shot,True,the pink flaming party bar set up,0.25,0.21320071635561041,0.16865550266337087,0.08430118946484098,0.1790393521209556
Spanish,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.4,0.21081851067789192,0.08428689847931439,0.05307712171072445,0.18704563271698268
French,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.08333333333333333,0.013315591032282689,0.0076448296284044705,0.005409880072118434,0.02742590851653473
Chinese,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.2,0.07071067811865477,0.05665132701906204,0.05372849659117709,0.09527262543222348
French,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.15789473684210523,0.13245323570650439,0.10339824169628065,0.05039518688486959,0.11103535028243997
Chinese,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.07692307692307693,0.044992127066584765,0.018346935658154574,0.011103047724581823,0.03784129684309952
French,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.36363636363636365,0.06030226891555274,0.03549115908274777,0.026658376817028855,0.12152204211292325
Chinese,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.16666666666666669,0.05773502691896258,0.04506819749679463,0.040824829046386304,0.07757368003220255
Chinese,preamble6,Few-Shot,False,Few-Shot,True,the pink flaming party bar set up,0.6,0.3872983346207417,0.17404441896107775,0.12574334296829354,0.32177152413752824
Hindi,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,"logitech usb gamepad, blue",1.0,1.0,1.0,1.0,1.0
Spanish,preamble5,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.017994858611825187,0.00681017632494703,0.0024318674333690853,0.0013274085505876965,0.007141077730182249
Spanish,preamble2,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.021875,0.01171099207681388,0.0037108285043293285,0.001920548363170172,0.009804342236078345
Chinese,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.12500000000000003,0.09128709291752769,0.04033183084278514,0.026012784404037925,0.0706579270410877
Chinese,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.6,0.12247448713915889,0.081406690893008,0.07071067811865477,0.2186479640377054
French,preamble5,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.013812154696132593,0.006185532825293006,0.0023373786417533707,0.0013117145038493076,0.005911695166757069
Hindi,preamble1,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.03921568627450981,0.0280056016805602,0.012229731789415797,0.007599116882217506,0.021762534156675832
Hindi,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.49123845184678916,0.3170930571698881,0.142495518205023,0.10294994188297393,0.2634442422761686
Spanish,preamble3,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.011428571428571425,0.006604581866838264,0.002157706446221096,0.0011242932828261709,0.005328788256114239
Chinese,preamble5,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.002444987775061124,0.000774119958129103,0.0005694391199782904,0.0004363892277678421,0.0010562340202340899
Hindi,preamble6,Few-Shot,False,Few-Shot,True,the pink flaming party bar set up,0.3274923012311928,0.25890539701513365,0.12464965750914189,0.09302577375697234,0.20101828237811015
Chinese,preamble4,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.004587155963302753,0.0010268975665827173,0.0006717942643151362,0.0004867087521050646,0.001693139136576418
Chinese,preamble1,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.005434782608695651,0.0038482037313919315,0.0016995015265742553,0.001026090202266523,0.0030021445172320905
Hindi,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.45489799478447507,0.30326532985631666,0.14283448174223617,0.11404605374835301,0.25376096503284523
Hindi,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.3274923012311928,0.25890539701513365,0.12464965750914189,0.09302577375697234,0.20101828237811015
Spanish,preamble4,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.26666666666666666,0.1951800145897066,0.14591032411921354,0.07029695662739609,0.16951349050074574
Hindi,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.09302325581395347,0.06655583256397216,0.04910030239365105,0.022797230914240133,0.057869155421454196
Spanish,preamble5,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.0975609756097561,0.06984302957695782,0.05153115842306253,0.023952424716024538,0.060721897081450246
Spanish,preamble1,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.25,0.1825741858350554,0.13624724651304662,0.06541868941754436,0.1585600304414116
Spanish,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.36363636363636365,0.33028912953790823,0.293028657606374,0.23462350320528,0.30539441349648144
French,preamble3,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.007707129094412335,0.0012197797996110029,0.0007103851415012043,0.00048596574464405626,0.0025308149450421493
Spanish,preamble3,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.2222222222222222,0.16169041669088866,0.12032947744440442,0.05744990696182412,0.14042300582983486
Spanish,preamble2,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.23529411764705885,0.17149858514250885,0.1277914629322513,0.061175206929160446,0.14893984316274486
Spanish,preamble6,Few-Shot,False,Few-Shot,True,we r onyx heavyweight hoodie navy size large,0.2727272727272727,0.1651445647689541,0.06900656343516053,0.04411629359322707,0.13774867363115362
Chinese,preamble3,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.003944773175542406,0.0008829492860899769,0.0005784042117029586,0.00041834771500396517,0.0014561185970848266
Spanish,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.18518518518518515,0.14617633655117152,0.09716249662404082,0.043441091034192414,0.11799127734864748
Chinese,preamble2,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.0022727272727272735,0.0007195175669120603,0.0005296157215922257,0.0004055382417906339,0.0009818497007555483
French,preamble4,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.3333333333333333,0.15430334996209186,0.05844218274062023,0.03514847831369806,0.14530683608743586
French,preamble1,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.4,0.3380617018914066,0.30129092468604046,0.2574866101628968,0.32420980918508596
Spanish,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.057142857142857134,0.040697846377823976,0.03003234203011386,0.013808286367206981,0.03542033297950049
French,preamble3,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.4444444444444444,0.28005601680560194,0.08087644342980282,0.042517688262127665,0.2119736482354942
French,preamble2,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.4,0.3380617018914066,0.30129092468604046,0.2574866101628968,0.32420980918508596
French,preamble5,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.16666666666666669,0.09712858623572643,0.058259662049984014,0.02442193965253938,0.08661921365122913
Hindi,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,the pink flaming party bar set up,0.21428571428571425,0.12838814775327384,0.053149189341188084,0.03342866121562732,0.10731292814895087
French,preamble6,Few-Shot,False,Few-Shot,True,we r onyx heavyweight hoodie navy size large,0.42857142857142855,0.25677629550654774,0.08398011054317454,0.047275266063115634,0.2041507751710666
Spanish,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.3333333333333333,0.24618298195866542,0.08674217316778574,0.05094110796339642,0.17929989910579525
French,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.47619047619047616,0.3086066999241838,0.17418824478398642,0.07264339766175722,0.2579072046401009
French,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.08999999999999998,0.07385489458759964,0.06709433039637562,0.05820331056545202,0.07228813388735682
French,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.4,0.3380617018914066,0.30129092468604046,0.2574866101628968,0.32420980918508596
Spanish,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.09433962264150943,0.07377445721257568,0.04890123383405457,0.02149403572345987,0.059627337352899885
Chinese,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.4666666666666667,0.25819888974716115,0.08208968293684407,0.045466972369917126,0.21310555293014724
French,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.2857142857142857,0.20701966780270625,0.1338378565110538,0.05949757664833034,0.17151734666909402
French,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.4444909324090307,0.3825568841689739,0.3465067151186941,0.30457527453468203,0.3695324515578452
Chinese,preamble2,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.4844638824434651,0.4294313338852201,0.36306877915548214,0.30720591871309694,0.39604247854931607
Chinese,preamble1,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.12121212121212123,0.06107048165524594,0.018733084686676876,0.009806985693721234,0.05270566831194132
Chinese,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.47058823529411764,0.24253562503633297,0.07513490479756357,0.04091032653880249,0.20729227291670416
Chinese,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.16666666666666669,0.13315591032282686,0.10735389974960217,0.08466919880918329,0.12296141888706975
Chinese,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.6348612936679605,0.5847912899264608,0.5275585571405181,0.483065600887459,0.5575691854055995
Chinese,preamble6,Few-Shot,False,Few-Shot,True,we r onyx heavyweight hoodie navy size large,0.4844638824434651,0.4294313338852201,0.36306877915548214,0.30720591871309694,0.39604247854931607
Chinese,preamble5,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.03375527426160337,0.02674236555938789,0.021724485580861305,0.016713476430830893,0.024733900458170865
Chinese,preamble4,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.019841269841269844,0.012573693477237325,0.004210418745744205,0.0022448979093678077,0.009717569993404795
Hindi,preamble5,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.3032653298563167,0.051261196767942635,0.030749679578528265,0.023825412935547602,0.1022754047845838
Hindi,preamble4,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.3032653298563167,0.051261196767942635,0.030749679578528265,0.023825412935547602,0.1022754047845838
Hindi,preamble1,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.3032653298563167,0.051261196767942635,0.030749679578528265,0.023825412935547602,0.1022754047845838
Chinese,preamble3,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.02702702702702703,0.017139779254776527,0.005725779092786372,0.0030645872663692215,0.013239293160239786
Hindi,preamble2,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.22744899739223753,0.04439349862943108,0.027964741655073903,0.022172045047934612,0.08049482068116928
Hindi,preamble6,Few-Shot,False,Few-Shot,True,we r onyx heavyweight hoodie navy size large,0.22744899739223753,0.04439349862943108,0.027964741655073903,0.022172045047934612,0.08049482068116928
Hindi,preamble3,Zero-Shot,False,Zero-Shot,True,we r onyx heavyweight hoodie navy size large,0.13333333333333336,0.09589266029707683,0.033144860232908434,0.01867506984330751,0.07026148092665653
Chinese,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.10714285714285714,0.01992047682223989,0.012039171932923394,0.008839374326825921,0.03698547005621158
Hindi,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.23076923076923078,0.1386750490563073,0.057551852907951895,0.036362270465000714,0.11583960079962267
Spanish,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.38461538461538464,0.31008683647302115,0.2630627225467731,0.2044800736021839,0.29056125430934066
Spanish,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.38461538461538464,0.31008683647302115,0.2630627225467731,0.2044800736021839,0.29056125430934066
Spanish,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.3333333333333333,0.21821789023599233,0.15706026521556773,0.07432998184513635,0.19573536765750743
Hindi,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.24902746807698065,0.15079362038065447,0.06300994250082245,0.040282619279694225,0.12577841255953795
Hindi,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.4375,0.05400617248673217,0.02852268407996134,0.020008008009612506,0.13500921614407652
Spanish,preamble6,Few-Shot,False,Few-Shot,True,"the movie rogue one, with star wars characters",0.3,0.21764287503300347,0.14082229348267794,0.0627251733901403,0.1802975854764554
Spanish,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.05454545454545455,0.044740005104089216,0.034496055555752754,0.024260716912789172,0.03951055802952142
Hindi,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.23884377019126307,0.04625189721480768,0.02889901961162121,0.022613617379612153,0.08415207609932603
Hindi,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,we r onyx heavyweight hoodie navy size large,0.27973809117540177,0.1510758360312796,0.06196366333792826,0.04066631609934308,0.13336097666098817
Hindi,preamble4,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.009063444108761332,0.005240704356072915,0.002158353270032664,0.0012630699267144401,0.004431392915395338
Hindi,preamble5,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.012232415902140675,0.006125581455345744,0.00240212565524524,0.0013739362016714177,0.00553351480360077
Spanish,preamble1,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.03846153846153846,0.004981354813867177,0.002681436377443244,0.0018014437280429029,0.011981443345222945
French,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.5555555555555556,0.4428074427700477,0.33619578300865144,0.26460159523593296,0.39979009414254696
Spanish,preamble4,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.027149321266968323,0.01110882557964373,0.004053166269048213,0.0022548046504123624,0.011141529441518156
Spanish,preamble5,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.02352941176470588,0.009624732691800112,0.0035156590841359985,0.0019523787534297104,0.009655545573517926
Spanish,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.2857142857142857,0.14824986333222023,0.05844218274062023,0.03592143420342892,0.13208194149763877
French,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.7857142857142857,0.6953534953651154,0.5893672699909538,0.5202556880807584,0.6476726847877783
French,preamble6,Few-Shot,False,Few-Shot,True,"the movie rogue one, with star wars characters",0.5263157894736842,0.45241392835886407,0.3956085741073259,0.35025412310639736,0.43114810376156787
French,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.7857142857142857,0.6953534953651154,0.5893672699909538,0.5202556880807584,0.6476726847877783
French,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.75,0.5838742081211423,0.4712167789711148,0.3264971028628052,0.5328970224887656
Spanish,preamble3,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.021428571428571425,0.008763841367493648,0.0032036391517781255,0.0017771173736643691,0.008793292330376892
French,preamble1,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.1098901098901099,0.07813453848974923,0.0422646923128236,0.016709111456324106,0.06174961303725171
Spanish,preamble2,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.0196078431372549,0.011339136676668256,0.003687011658619745,0.0019329069250764402,0.009141724599404835
French,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.9166666666666666,0.9128709291752768,0.9094319693204537,0.9036020036098448,0.9106428921930605
Chinese,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.5367694950537757,0.36668337256566885,0.27515885593148404,0.1395873430390535,0.3295497666474955
Chinese,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.6666666666666666,0.49236596391733095,0.3683409417293896,0.27091988546756285,0.44957336444523754
Chinese,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.6363636363636364,0.504524979109513,0.44304980544556494,0.38163309113713373,0.491392878013962
Chinese,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.5833333333333334,0.39886201760873286,0.3205404693698485,0.24384183193426084,0.38664441306154385
Chinese,preamble6,Few-Shot,False,Few-Shot,True,"the movie rogue one, with star wars characters",0.6153846153846154,0.4529108136578383,0.38615245775041185,0.32523403430389786,0.44492048027419084
Hindi,preamble2,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.005434782608695651,0.0038482037313919315,0.0016995015265742553,0.001026090202266523,0.0030021445172320905
French,preamble4,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.03937007874015749,0.024948984704573678,0.014112134929715336,0.005600900697598485,0.021008024768011245
Hindi,preamble3,Zero-Shot,False,Zero-Shot,True,the pink flaming party bar set up,0.010075566750629721,0.005044140202291973,0.0019813558294368826,0.0011307595004364228,0.004557955570698749
Chinese,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.4043537731417556,0.22147368276206617,0.09234273748450801,0.06227190212960362,0.19511052387948336
French,preamble3,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.03184713375796178,0.0201740458188829,0.011431214282859033,0.004525512363084347,0.016994476555697018
Hindi,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.18181818181818182,0.042640143271122095,0.028234511901075607,0.022416933501922302,0.06877744262307546
French,preamble5,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.026178010471204192,0.014357091164382673,0.0040025362641117205,0.001945035477991444,0.011620668344422507
Chinese,preamble5,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.030201342281879196,0.024700771787671955,0.02100595727465267,0.017016574575007076,0.023231161479802726
Chinese,preamble1,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.029702970297029705,0.024292493443229167,0.020661623132105292,0.01673437207834237,0.022847864737676634
Hindi,preamble6,Few-Shot,False,Few-Shot,True,"the movie rogue one, with star wars characters",0.25,0.1507556722888818,0.06275677488087485,0.03986357128268015,0.12584400461310918
Chinese,preamble4,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.02769230769230769,0.018490006540840966,0.013411628930094515,0.009004537950769815,0.017149620278503246
Hindi,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.16666666666666669,0.03892494720807617,0.025677367760996977,0.020255986027125642,0.06288124191571637
French,preamble2,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.024154589371980676,0.01529518728908035,0.008687405355623932,0.003428409107767518,0.01289139778111312
Hindi,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.18181818181818182,0.042640143271122095,0.028234511901075607,0.022416933501922302,0.06877744262307546
Spanish,preamble5,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.7333333333333333,0.7237468644557459,0.7155268590282667,0.7012055133086459,0.718453142531498
Chinese,preamble2,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.026392961876832845,0.019701060689880773,0.015734293807018122,0.011939977747776772,0.018442073530377127
Hindi,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.06666666666666667,0.010629880069054682,0.006103479395506313,0.004299703119715468,0.021924932312735783
Spanish,preamble4,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.7333333333333333,0.7237468644557459,0.7155268590282667,0.7012055133086459,0.718453142531498
Chinese,preamble3,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.025280898876404487,0.02067081996223328,0.017605355763122936,0.014232450166817037,0.019447381192144435
Spanish,preamble1,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.8,0.7928249671720919,0.7867843699874804,0.7760114635728617,0.7889052001831085
Spanish,preamble3,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.7333333333333333,0.7237468644557459,0.7155268590282667,0.7012055133086459,0.718453142531498
Hindi,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,"the movie rogue one, with star wars characters",0.16666666666666669,0.03892494720807617,0.025677367760996977,0.020255986027125642,0.06288124191571637
Spanish,preamble2,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.8,0.7928249671720919,0.7867843699874804,0.7760114635728617,0.7889052001831085
Spanish,preamble6,Few-Shot,False,Few-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.7333333333333333,0.7237468644557459,0.7155268590282667,0.7012055133086459,0.718453142531498
Spanish,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.8,0.7928249671720919,0.7867843699874804,0.7760114635728617,0.7889052001831085
French,preamble5,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.5714285714285714,0.5135525910130955,0.48252113480269265,0.44710186192584195,0.5036510397925503
Spanish,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.8,0.7928249671720919,0.7867843699874804,0.7760114635728617,0.7889052001831085
Spanish,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.7333333333333333,0.6866065623255951,0.6647305464149239,0.6413865258981679,0.681514241993005
Hindi,preamble5,Zero-Shot,False,Zero-Shot,True,"the movie rogue one, with star wars characters",0.03149606299212598,0.015810400181708293,0.006156331327002599,0.00356359636092974,0.014256597715441653
French,preamble4,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.8,0.7559289460184545,0.7363701338146165,0.7166258375282707,0.7522312293403354
French,preamble3,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.5714285714285714,0.5135525910130955,0.48252113480269265,0.44710186192584195,0.5036510397925503
French,preamble1,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.6,0.50709255283711,0.46603267623931405,0.42610827239170174,0.4998083753670315
French,preamble2,Zero-Shot,False,Zero-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.8,0.7559289460184545,0.7363701338146165,0.7166258375282707,0.7522312293403354
French,preamble6,Few-Shot,False,Few-Shot,True,a girl and her cat are looking at a clear air shelters ad,0.7333333333333333,0.6473388749701496,0.5814809896495694,0.5038920485259633,0.6165113116197539
Spanish,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,a girl and her cat are looking at a clear air shelters ad,0.16393442622950818,0.14784425419091454,0.13319247414143512,0.11127177976187139,0.13906073358093232
